upgrade,const,display_name,description,type,faction_restriction,doctrine_restriction,unlock_restriction,man,mun,fuel,pop,uses,slots,unitwide_slots,max,model_count,add_model_count,unit
two_boys_at,CMW.BOYSAT,Boys AT Rifles,"Handheld anti tank rifles effective against light vehicles",single_weapon,british,,,0,50,0,0,0,1,0,1,,,expert_sappers
17pdr_nest,AXIS.PANTHERTURM,17pdr AT Nest,"Anti tank emplacement with a 17pdr AT gun.",building,british,,,200,0,100,0,1,0,0,1,,,sappers
17pdr_nest,AXIS.PANTHERTURM,17pdr AT Nest,"Anti tank emplacement with a 17pdr AT gun.",building,british,,,200,0,100,0,1,0,0,1,,,expert_sappers
17pdr_ap_rounds,CMW.AP_SEVENTEENPOUNDER,Armour Piercing Rounds,"Increases armor penetration, accuracy, and damage for 10 seconds",ability,british,,,0,40,0,0,0,0,0,1,,,17pdr
heroic_charge,CMW.HEROIC_CHARGE,Heroic Charge,"The LT and surrounding infantry break suppression, move faster, fire more quickly, and receive less damage for a brief period of time.",ability,british,,,0,60,0,0,0,0,0,1,,,lt
bren_carrier_button,CMW.BUTTON_BREN,Bren Carrier Button,"The targeted enemy vehicle or tank is prevented from firing or moving quickly.",ability,british,,,0,35,0,0,0,0,0,1,,,bren_carrier
stag_50_cal,CMW.STAG50,Staghound .50 Cal,Powerful top-mounted .50 cal machine gun,single_weapon,british,,,0,90,0,0,0,1,0,1,,,staghound
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,british,,,0,20,0,0,0,0,0,1,,,stuart
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,engineers,,0,20,0,0,0,0,0,1,,,stuart_flame
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,british,,,0,20,0,0,0,0,0,1,,,cromwell
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,british,,,0,20,0,0,0,0,0,1,,,cct
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,british,,,0,20,0,0,0,0,0,1,,,firefly
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,engineers,behaving_like_officers,0,20,0,0,0,0,0,1,,,churchill
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,engineers,behaving_like_officers,0,20,0,0,0,0,0,1,,,churchill_avre
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,engineers,behaving_like_officers,0,20,0,0,0,0,0,1,,,churchill_croc
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,engineers,behaving_like_officers,0,20,0,0,0,0,0,1,,,churchill_cct
cmw_tank_commander,CMW.TANK_COMMANDER,Tank Commander,Increases the tank's line of sight range,passive,,canadians,,0,20,0,0,0,0,0,1,,,comet
stuart_canister_round,CMW.CANISTER,Canister Round,"Fires a canister round in a triangular area of effect, deadly against infantry.",ability,british,,,0,75,0,0,0,0,0,1,,,stuart
flank_speed,CMW.FLANK_SPEED,Flank Speed,"Drastically increases speed and acceleration for a period of time.",ability,british,,,0,25,0,0,0,0,0,1,,,cromwell
flank_speed,CMW.FLANK_SPEED,Flank Speed,"Drastically increases speed and acceleration for a period of time.",ability,british,,,0,25,0,0,0,0,0,1,,,cct
flank_speed,CMW.FLANK_SPEED,Flank Speed,"Drastically increases speed and acceleration for a period of time.",ability,,canadians,,0,25,0,0,0,0,0,1,,,comet
churchill_plow,CMW.PLOW,Mine Plow,Allows the tank to detonate mines safely,passive,,engineers,,0,35,0,0,0,0,0,1,,,churchill
churchill_plow,CMW.PLOW,Mine Plow,Allows the tank to detonate mines safely,passive,,engineers,maneuver_training,0,35,0,0,0,0,0,1,,,churchill_avre
churchill_plow,CMW.PLOW,Mine Plow,Allows the tank to detonate mines safely,passive,,engineers,maneuver_training,0,35,0,0,0,0,0,1,,,churchill_croc
churchill_plow,CMW.PLOW,Mine Plow,Allows the tank to detonate mines safely,passive,,engineers,maneuver_training,0,35,0,0,0,0,0,1,,,churchill_cct
cmw_booby_trap,PE.BOOBY_TRAP,Booby Trap Building,"Rig a building with explosives. When enemy infantry enter that building, the charges will explode after a brief timer.",ability,,canadians,,0,20,0,0,0,0,0,1,,,ssf
johnson_lmg,CMW.JOHNSON,Johnson LMG,A single Johnson LMG,single_weapon,,canadians,,0,30,0,0,0,1,0,2,,,ssf
cmw_satchel_charge,ALLY.SATCHEL,Satchel Charges,Large packages of thrown explosives on a five-second timer,consumable,,canadians,,0,75,0,0,2,0,0,1,,,ssf
cmw_satchel_charge,ALLY.SATCHEL,Satchel Charges,Large packages of thrown explosives on a five-second timer,consumable,,commandos,,0,60,0,0,2,0,0,1,,,polish_commandos
cmw_tank_smoke,ALLY.TANK_SMOKE,Tank Smoke,Defensive smoke grenade,consumable,,canadians,,0,15,0,0,2,0,0,1,,,stuart_recce
supercharge_mortar,CMW.MORTAR_SUPER,Supercharge,Increases weapon range,passive,,canadians,supercharged_shells,50,20,0,1,0,0,0,1,,,mortar_british
supercharge_priest,CMW.PRIEST_SUPER,Supercharge,Increases weapon range,passive,,canadians,supercharged_shells,0,0,0,1,0,0,0,1,,,priest
supercharge_25pdr,CMW.TWENTYFIVEPOUNDER_SUPER,Supercharge,Increases weapon range,passive,,canadians,supercharged_shells,50,20,0,1,0,0,0,1,,,25pdr
commando_grenade,CMW.COMMANDO_GRENADE,Commando Grenade,Grenade,consumable,,commandos,,0,40,0,0,2,0,0,1,,,commandos
commando_grenade,CMW.COMMANDO_GRENADE,Commando Grenade,Grenade,consumable,,commandos,,0,40,0,0,2,0,0,1,,,polish_commandos
commando_grenade,CMW.COMMANDO_GRENADE,Commando Grenade,Grenade,consumable,,commandos,packing_heat,0,40,0,0,2,0,0,1,,,lt
commando_grenade,CMW.COMMANDO_GRENADE,Commando Grenade,Grenade,consumable,,commandos,packing_heat,0,40,0,0,2,0,0,1,,,captain
commando_demo_charge,CMW.COMMANDO_DEMO_CHARGE,Commando Demo Charge,Powerful explosives that can be manually triggered,consumable,,commandos,,0,50,0,0,1,0,0,1,,,commandos
commando_demo_charge,CMW.COMMANDO_DEMO_CHARGE,Commando Demo Charge,Powerful explosives that can be manually triggered,consumable,,commandos,,0,50,0,0,1,0,0,1,,,piat_commandos
tetrarch_upgun,CMW.TET_UPGUN,Littlejohn Adapter,Drastically increases penetration with the Tetrarch's 2-pounder main gun,passive,,commandos,,0,0,60,0,0,0,0,1,,,tetrarch
tetrarch_smoke,CMW.TETRARCH_SMOKE,Tetrarch Smoke Shell,Fires two smoke canisters at the target location,consumable,,commandos,,0,20,0,0,2,0,0,1,,,tetrarch
boys_at,CMW.SINGLE_BOYSAT,Boys AT Rifle,"A single Boys AT rifle",single_weapon,,commandos,packing_heat,0,0,0,0,0,1,0,1,,,lt
boys_at,CMW.SINGLE_BOYSAT,Boys AT Rifle,"A single Boys AT rifle",single_weapon,,commandos,packing_heat,0,0,0,0,0,1,0,1,,,captain
bren_gun,CMW.SINGLE_BREN_GUN,Bren Gun,A single Bren Gun,single_weapon,,commandos,packing_heat,0,20,0,0,0,1,0,1,,,lt
bren_gun,CMW.SINGLE_BREN_GUN,Bren Gun,A single Bren Gun,single_weapon,,commandos,packing_heat,0,20,0,0,0,1,0,1,,,captain
piat,CMW.SINGLE_PIAT,PIAT,A single PIAT,single_weapon,,commandos,packing_heat,0,30,0,0,0,1,0,1,,,lt
piat,CMW.SINGLE_PIAT,PIAT,A single PIAT,single_weapon,,commandos,packing_heat,0,30,0,0,0,1,0,1,,,captain
piat_commando_four,CMW.PIAT_COMMANDO_FOUR,Additional PIAT Commando,Adds another member to the squad,unit_replacement,,commandos,commando_fire_teams,60,10,0,1,0,0,0,1,4,1,piat_commandos
piat_commando_brens,CMW.BREN_GUN,Bren Guns,Replace PIATs with Bren Guns,single_weapon,,commandos,commando_fire_teams,0,0,0,0,0,1,0,1,,,piat_commandos
piat_commando_boys_at,CMW.BOYSAT,Boys AT Rifles,Replace PIATs with Boys AT Rifles,single_weapon,,commandos,commando_fire_teams,0,0,0,0,0,1,0,1,,,piat_commandos
